ID_img,count_region,region_shape
3545.JPG,0.0,0.0
3546.JPG,0.0,0.0
3547.JPG,0.0,0.0
3548.JPG,0.0,0.0
3549.JPG,0.0,0.0
3550.JPG,0.0,0.0
3551.JPG,0.0,0.0
3552.JPG,0.0,0.0
3553.JPG,0.0,0.0
3554.JPG,0.0,0.0
3555.JPG,0.0,0.0
3556.JPG,0.0,0.0
3557.JPG,0.0,0.0
3558.JPG,0.0,0.0
3559.JPG,0.0,0.0
3560.JPG,0.0,0.0
3561.JPG,0.0,0.0
3562.JPG,0.0,0.0
3563.JPG,0.0,0.0
3564.JPG,0.0,0.0
3565.JPG,0.0,0.0
3566.JPG,0.0,0.0
3567.JPG,0.0,0.0
3568.JPG,0.0,0.0
3569.JPG,0.0,0.0
3570.JPG,0.0,0.0
3571.JPG,0.0,0.0
3572.JPG,0.0,0.0
3573.JPG,0.0,0.0
3574.JPG,0.0,0.0
3575.JPG,0.0,0.0
3576.JPG,0.0,0.0
3577.JPG,0.0,0.0
3578.JPG,0.0,0.0
3579.JPG,0.0,0.0
3580.JPG,0.0,0.0
3581.JPG,0.0,0.0
3582.JPG,0.0,0.0
3583.JPG,0.0,0.0
3584.JPG,0.0,0.0
3585.JPG,0.0,0.0
3586.JPG,0.0,0.0
3587.JPG,0.0,0.0
3588.JPG,0.0,0.0
3589.JPG,0.0,0.0
3590.JPG,0.0,0.0
3591.JPG,0.0,0.0
3592.JPG,0.0,0.0
3593.JPG,0.0,0.0
3594.JPG,0.0,0.0
3595.JPG,0.0,0.0
3596.JPG,0.0,0.0
3597.JPG,0.0,0.0
3598.JPG,0.0,0.0
3599.JPG,0.0,0.0
3600.JPG,0.0,0.0
3601.JPG,0.0,0.0
3602.JPG,0.0,0.0
3603.JPG,0.0,0.0
3604.JPG,0.0,0.0
3605.JPG,0.0,0.0
3606.JPG,0.0,0.0
3607.JPG,0.0,0.0
3608.JPG,0.0,0.0
3609.JPG,0.0,0.0
3610.JPG,0.0,0.0
3611.JPG,0.0,0.0
3612.JPG,0.0,0.0
3613.JPG,0.0,0.0
3614.JPG,0.0,0.0
3615.JPG,0.0,0.0
3616.JPG,0.0,0.0
3617.JPG,0.0,0.0
3618.JPG,0.0,0.0
3619.JPG,0.0,0.0
3620.JPG,0.0,0.0
3621.JPG,0.0,0.0
3622.JPG,0.0,0.0
3623.JPG,0.0,0.0
3624.JPG,0.0,0.0
3625.JPG,0.0,0.0
3626.JPG,0.0,0.0
3627.JPG,0.0,0.0
3628.JPG,0.0,0.0
3629.JPG,0.0,0.0
3630.JPG,0.0,0.0
3631.jpg,0.0,0.0
3632.JPG,0.0,0.0
3633.JPG,0.0,0.0
3634.JPG,0.0,0.0
3635.JPG,0.0,0.0
3636.JPG,0.0,0.0
3637.JPG,0.0,0.0
3638.JPG,0.0,0.0
3639.JPG,0.0,0.0
3640.JPG,0.0,0.0
3641.JPG,0.0,0.0
3642.JPG,0.0,0.0
3643.JPG,0.0,0.0
3644.JPG,0.0,0.0
3645.JPG,0.0,0.0
3646.JPG,0.0,0.0
3647.JPG,0.0,0.0
3648.JPG,0.0,0.0
3649.JPG,0.0,0.0
3650.JPG,0.0,0.0
3651.JPG,0.0,0.0
3652.JPG,0.0,0.0
3653.JPG,1.0,"['{""cx"":2719,""cy"":2097,""r"":75}']"
3654.JPG,0.0,0.0
3655.JPG,0.0,0.0
3656.JPG,0.0,0.0
3657.JPG,0.0,0.0
3658.JPG,0.0,0.0
3659.JPG,0.0,0.0
3660.JPG,0.0,0.0
3661.JPG,0.0,0.0
3662.JPG,0.0,0.0
3663.JPG,0.0,0.0
3664.JPG,0.0,0.0
3665.JPG,0.0,0.0
3666.JPG,0.0,0.0
3667.JPG,0.0,0.0
3668.JPG,0.0,0.0
3669.JPG,0.0,0.0
3670.JPG,0.0,0.0
3671.JPG,0.0,0.0
3672.JPG,0.0,0.0
3673.JPG,0.0,0.0
3674.JPG,0.0,0.0
3675.JPG,0.0,0.0
3676.JPG,0.0,0.0
3677.JPG,0.0,0.0
3678.JPG,0.0,0.0
3679.JPG,0.0,0.0
3680.JPG,0.0,0.0
3681.JPG,0.0,0.0
3682.JPG,0.0,0.0
3683.JPG,0.0,0.0
3684.JPG,0.0,0.0
3685.JPG,0.0,0.0
3686.JPG,0.0,0.0
3687.JPG,0.0,0.0
3688.JPG,0.0,0.0
3689.JPG,0.0,0.0
3690.JPG,1.0,"['{""cx"":2914,""cy"":1693,""r"":90}']"
3691.JPG,0.0,0.0
3692.JPG,0.0,0.0
3693.JPG,0.0,0.0
3694.JPG,0.0,0.0
3695.JPG,0.0,0.0
3696.JPG,0.0,0.0
3697.JPG,0.0,0.0
3698.JPG,0.0,0.0
3699.JPG,0.0,0.0
3700.JPG,0.0,0.0
3701.JPG,0.0,0.0
3702.JPG,0.0,0.0
3703.JPG,0.0,0.0
3704.JPG,0.0,0.0
3705.JPG,0.0,0.0
3706.JPG,0.0,0.0
3707.JPG,0.0,0.0
3708.JPG,0.0,0.0
3709.JPG,0.0,0.0
3710.JPG,0.0,0.0
3711.JPG,0.0,0.0
3712.JPG,0.0,0.0
3713.JPG,0.0,0.0
3714.JPG,0.0,0.0
3715.JPG,0.0,0.0
3716.JPG,0.0,0.0
3717.JPG,0.0,0.0
3718.JPG,0.0,0.0
3719.JPG,0.0,0.0
3720.JPG,0.0,0.0
3721.JPG,0.0,0.0
3722.JPG,0.0,0.0
3723.JPG,0.0,0.0
3724.JPG,0.0,0.0
3725.JPG,0.0,0.0
3726.JPG,0.0,0.0
3727.jpg,0.0,0.0
3728.JPG,0.0,0.0
3729.JPG,0.0,0.0
3730.JPG,0.0,0.0
3731.JPG,0.0,0.0
3732.JPG,0.0,0.0
3733.JPG,0.0,0.0
3734.JPG,0.0,0.0
3735.JPG,0.0,0.0
3736.JPG,0.0,0.0
3737.jpg,0.0,0.0
3738.JPG,0.0,0.0
3739.JPG,0.0,0.0
3740.JPG,0.0,0.0
3741.JPG,0.0,0.0
3742.JPG,0.0,0.0
3743.JPG,0.0,0.0
3744.JPG,0.0,0.0
3745.JPG,0.0,0.0
3746.JPG,0.0,0.0
3747.JPG,0.0,0.0
3748.JPG,0.0,0.0
3749.JPG,0.0,0.0
3750.JPG,0.0,0.0
3751.JPG,0.0,0.0
3752.JPG,0.0,0.0
3753.JPG,0.0,0.0
3754.JPG,0.0,0.0
3755.JPG,0.0,0.0
3756.JPG,0.0,0.0
3757.JPG,0.0,0.0
3758.JPG,0.0,0.0
3759.JPG,0.0,0.0
3760.JPG,0.0,0.0
3761.JPG,0.0,0.0
3762.JPG,0.0,0.0
3763.JPG,0.0,0.0
3764.JPG,0.0,0.0
3765.JPG,0.0,0.0
3766.JPG,0.0,0.0
3767.JPG,0.0,0.0
3768.JPG,0.0,0.0
3769.JPG,0.0,0.0
3770.JPG,0.0,0.0
3771.JPG,0.0,0.0
3772.JPG,0.0,0.0
3773.JPG,0.0,0.0
3774.JPG,0.0,0.0
3775.JPG,0.0,0.0
3776.JPG,0.0,0.0
3777.JPG,0.0,0.0
3778.JPG,0.0,0.0
3779.JPG,0.0,0.0
3780.JPG,0.0,0.0
3781.JPG,0.0,0.0
3782.JPG,0.0,0.0
3783.JPG,0.0,0.0
3784.JPG,0.0,0.0
3785.JPG,0.0,0.0
3786.JPG,0.0,0.0
3787.JPG,0.0,0.0
3788.JPG,0.0,0.0
3789.JPG,0.0,0.0
3790.JPG,0.0,0.0
3791.JPG,0.0,0.0
3792.JPG,0.0,0.0
3793.JPG,0.0,0.0
3794.JPG,0.0,0.0
3795.JPG,0.0,0.0
3796.JPG,0.0,0.0
3797.JPG,0.0,0.0
3798.JPG,0.0,0.0
3799.JPG,0.0,0.0
3800.JPG,0.0,0.0
3801.JPG,0.0,0.0
3802.JPG,0.0,0.0
3803.JPG,0.0,0.0
3804.JPG,0.0,0.0
3805.JPG,0.0,0.0
3806.JPG,0.0,0.0
3807.JPG,0.0,0.0
3808.JPG,0.0,0.0
3809.JPG,0.0,0.0
3810.JPG,0.0,0.0
3811.JPG,0.0,0.0
3812.jpg,0.0,0.0
3813.JPG,0.0,0.0
3814.JPG,0.0,0.0
3815.JPG,0.0,0.0
3816.JPG,0.0,0.0
3817.JPG,0.0,0.0
3818.JPG,0.0,0.0
3819.JPG,0.0,0.0
3820.JPG,0.0,0.0
3821.JPG,0.0,0.0
3822.JPG,0.0,0.0
3823.JPG,0.0,0.0
3824.JPG,0.0,0.0
3825.JPG,0.0,0.0
3826.JPG,0.0,0.0
3827.JPG,0.0,0.0
3828.JPG,0.0,0.0
3829.JPG,0.0,0.0
3830.JPG,0.0,0.0
3831.JPG,0.0,0.0
3832.JPG,0.0,0.0
3833.JPG,0.0,0.0
3834.JPG,0.0,0.0
3835.JPG,2.0,"['{""cx"":2549,""cy"":2329,""r"":80}', '{""cx"":2437,""cy"":2321,""r"":74}']"
3836.JPG,0.0,0.0
3837.JPG,0.0,0.0
3838.JPG,0.0,0.0
3839.JPG,0.0,0.0
3840.JPG,0.0,0.0
3841.JPG,0.0,0.0
3842.JPG,0.0,0.0
3843.JPG,0.0,0.0
3844.JPG,0.0,0.0
3845.JPG,0.0,0.0
3846.JPG,0.0,0.0
3847.JPG,0.0,0.0
3848.JPG,0.0,0.0
3849.JPG,0.0,0.0
3850.JPG,0.0,0.0
3851.JPG,0.0,0.0
3852.JPG,0.0,0.0
3853.JPG,0.0,0.0
3854.JPG,0.0,0.0
3855.JPG,0.0,0.0
3856.JPG,0.0,0.0
3857.jpg,0.0,0.0
3858.JPG,0.0,0.0
3859.JPG,0.0,0.0
3860.JPG,0.0,0.0
3861.JPG,0.0,0.0
3862.JPG,0.0,0.0
3863.JPG,0.0,0.0
3864.JPG,0.0,0.0
3865.JPG,0.0,0.0
3866.JPG,0.0,0.0
3867.JPG,0.0,0.0
3868.JPG,0.0,0.0
3869.JPG,0.0,0.0
3870.JPG,0.0,0.0
3871.JPG,0.0,0.0
3872.JPG,0.0,0.0
3873.JPG,0.0,0.0
3874.JPG,0.0,0.0
3875.JPG,0.0,0.0
3876.JPG,0.0,0.0
3877.JPG,0.0,0.0
3878.jpg,0.0,0.0
3879.JPG,0.0,0.0
3880.JPG,0.0,0.0
3881.JPG,0.0,0.0
3882.JPG,0.0,0.0
3883.JPG,0.0,0.0
3884.JPG,0.0,0.0
3885.JPG,0.0,0.0
3886.JPG,0.0,0.0
3887.JPG,0.0,0.0
3888.JPG,0.0,0.0
3889.jpg,0.0,0.0
3890.JPG,0.0,0.0
3891.JPG,0.0,0.0
3892.JPG,0.0,0.0
3893.JPG,0.0,0.0
3894.JPG,0.0,0.0
3895.JPG,0.0,0.0
3896.JPG,0.0,0.0
3897.JPG,0.0,0.0
3898.JPG,0.0,0.0
3899.JPG,0.0,0.0
3900.JPG,0.0,0.0
3901.JPG,0.0,0.0
3902.JPG,0.0,0.0
3903.JPG,0.0,0.0
3904.JPG,0.0,0.0
3905.JPG,0.0,0.0
3906.JPG,0.0,0.0
3907.JPG,0.0,0.0
3908.JPG,0.0,0.0
3909.JPG,0.0,0.0
3910.JPG,0.0,0.0
3911.JPG,0.0,0.0
3912.JPG,0.0,0.0
3913.JPG,0.0,0.0
3914.JPG,0.0,0.0
3915.JPG,0.0,0.0
3916.JPG,0.0,0.0
3917.JPG,0.0,0.0
3918.JPG,0.0,0.0
3919.JPG,0.0,0.0
3920.JPG,0.0,0.0
3921.JPG,0.0,0.0
3922.JPG,0.0,0.0
3923.JPG,0.0,0.0
3924.JPG,0.0,0.0
3925.JPG,0.0,0.0
3926.JPG,0.0,0.0
3927.JPG,0.0,0.0
3928.JPG,0.0,0.0
3929.JPG,0.0,0.0
3930.JPG,0.0,0.0
3931.JPG,0.0,0.0
3932.JPG,0.0,0.0
3933.JPG,0.0,0.0
3934.JPG,0.0,0.0
3935.JPG,0.0,0.0
3936.JPG,0.0,0.0
3937.JPG,0.0,0.0
3938.JPG,0.0,0.0
3939.JPG,0.0,0.0
3940.JPG,0.0,0.0
3941.JPG,0.0,0.0
3942.JPG,0.0,0.0
3943.JPG,0.0,0.0
3944.JPG,0.0,0.0
3945.JPG,0.0,0.0
3946.JPG,0.0,0.0
3947.JPG,1.0,"['{""cx"":3130,""cy"":1370,""r"":134}']"
3948.JPG,0.0,0.0
3949.JPG,0.0,0.0
3950.JPG,0.0,0.0
3951.JPG,0.0,0.0
3952.JPG,0.0,0.0
3953.JPG,0.0,0.0
3954.JPG,0.0,0.0
3955.jpg,0.0,0.0
3956.JPG,0.0,0.0
3957.JPG,0.0,0.0
3958.JPG,0.0,0.0
3959.JPG,0.0,0.0
3960.JPG,0.0,0.0
3961.JPG,0.0,0.0
3962.JPG,0.0,0.0
3963.JPG,0.0,0.0
3964.JPG,0.0,0.0
3965.JPG,0.0,0.0
3966.JPG,0.0,0.0
3967.JPG,0.0,0.0
3968.JPG,0.0,0.0
3969.JPG,0.0,0.0
3970.JPG,0.0,0.0
3971.JPG,0.0,0.0
3972.JPG,0.0,0.0
3973.JPG,0.0,0.0
3974.JPG,0.0,0.0
3975.JPG,0.0,0.0
3976.JPG,0.0,0.0
3977.JPG,0.0,0.0
3978.JPG,0.0,0.0
3979.JPG,0.0,0.0
3980.JPG,0.0,0.0
3981.JPG,0.0,0.0
3982.JPG,0.0,0.0
3983.JPG,0.0,0.0
3984.JPG,0.0,0.0
3985.JPG,0.0,0.0
3986.JPG,0.0,0.0
3987.JPG,0.0,0.0
3988.JPG,0.0,0.0
3989.JPG,0.0,0.0
3990.JPG,0.0,0.0
3991.JPG,0.0,0.0
3992.JPG,0.0,0.0
3993.JPG,0.0,0.0
3994.JPG,0.0,0.0
3995.JPG,0.0,0.0
3996.JPG,0.0,0.0
3997.JPG,0.0,0.0
3998.JPG,0.0,0.0
3999.JPG,0.0,0.0
4000.JPG,0.0,0.0
4001.JPG,0.0,0.0
4002.JPG,0.0,0.0
4003.JPG,0.0,0.0
4004.JPG,0.0,0.0
4005.JPG,0.0,0.0
4006.JPG,0.0,0.0
4007.JPG,0.0,0.0
4008.JPG,0.0,0.0
4009.JPG,0.0,0.0
4010.JPG,0.0,0.0
4011.JPG,0.0,0.0
4012.JPG,0.0,0.0
4013.JPG,0.0,0.0
4014.JPG,0.0,0.0
4015.JPG,0.0,0.0
4016.JPG,0.0,0.0
4017.JPG,0.0,0.0
4018.JPG,0.0,0.0
4019.JPG,0.0,0.0
4020.JPG,0.0,0.0
4021.JPG,0.0,0.0
4022.JPG,0.0,0.0
4023.JPG,0.0,0.0
4024.JPG,0.0,0.0
4025.JPG,0.0,0.0
4026.JPG,0.0,0.0
4027.JPG,0.0,0.0
4028.JPG,0.0,0.0
4029.JPG,0.0,0.0
4030.JPG,0.0,0.0
4031.JPG,0.0,0.0
4032.JPG,0.0,0.0
4033.JPG,0.0,0.0
4034.JPG,0.0,0.0
4035.JPG,0.0,0.0
4036.JPG,0.0,0.0
4037.JPG,0.0,0.0
4038.JPG,0.0,0.0
4039.JPG,0.0,0.0
4040.JPG,0.0,0.0
4041.JPG,0.0,0.0
4042.JPG,0.0,0.0
4043.JPG,0.0,0.0
4044.JPG,0.0,0.0
4045.JPG,0.0,0.0
4046.JPG,0.0,0.0
4047.JPG,0.0,0.0
4048.JPG,0.0,0.0
4049.JPG,0.0,0.0
4050.JPG,0.0,0.0
4051.JPG,0.0,0.0
4052.JPG,0.0,0.0
4053.JPG,0.0,0.0
4054.JPG,0.0,0.0
4055.JPG,0.0,0.0
4056.JPG,0.0,0.0
4057.JPG,0.0,0.0
4058.JPG,0.0,0.0
4059.JPG,0.0,0.0
4060.JPG,0.0,0.0
4061.JPG,0.0,0.0
4062.JPG,0.0,0.0
4063.JPG,0.0,0.0
4064.JPG,0.0,0.0
4065.JPG,0.0,0.0
4066.JPG,0.0,0.0
4067.JPG,0.0,0.0
4068.JPG,0.0,0.0
4069.JPG,0.0,0.0
4070.JPG,0.0,0.0
4071.JPG,0.0,0.0
4072.JPG,0.0,0.0
4073.JPG,0.0,0.0
4074.JPG,0.0,0.0
4075.JPG,0.0,0.0
4076.JPG,0.0,0.0
4077.JPG,0.0,0.0
4078.JPG,0.0,0.0
4079.JPG,0.0,0.0
4080.JPG,0.0,0.0
4081.JPG,0.0,0.0
4082.JPG,0.0,0.0
4083.JPG,0.0,0.0
4084.JPG,0.0,0.0
4085.JPG,0.0,0.0
4086.JPG,0.0,0.0
4087.JPG,0.0,0.0
4088.JPG,0.0,0.0
4089.JPG,0.0,0.0
4090.JPG,0.0,0.0
4091.JPG,0.0,0.0
4092.JPG,0.0,0.0
4093.JPG,0.0,0.0
4094.JPG,0.0,0.0
4095.JPG,0.0,0.0
4096.JPG,0.0,0.0
4097.JPG,0.0,0.0
4098.JPG,0.0,0.0
4099.JPG,0.0,0.0
4100.JPG,0.0,0.0
4101.JPG,0.0,0.0
4102.JPG,0.0,0.0
4103.JPG,0.0,0.0
4104.JPG,0.0,0.0
4105.JPG,0.0,0.0
4106.JPG,0.0,0.0
4107.JPG,0.0,0.0
4108.jpg,0.0,0.0
4109.JPG,0.0,0.0
4110.JPG,0.0,0.0
4111.JPG,0.0,0.0
4112.JPG,0.0,0.0
4113.JPG,0.0,0.0
4114.JPG,0.0,0.0
4115.JPG,0.0,0.0
4116.JPG,0.0,0.0
4117.JPG,0.0,0.0
4118.JPG,0.0,0.0
4119.JPG,0.0,0.0
4120.JPG,0.0,0.0
4121.JPG,0.0,0.0
4122.JPG,0.0,0.0
4123.JPG,0.0,0.0
4124.JPG,0.0,0.0
4125.JPG,0.0,0.0
4126.JPG,0.0,0.0
4127.JPG,0.0,0.0
4128.JPG,0.0,0.0
4129.JPG,0.0,0.0
4130.JPG,0.0,0.0
4131.JPG,0.0,0.0
4132.JPG,0.0,0.0
4133.JPG,0.0,0.0
4134.JPG,0.0,0.0
4135.JPG,0.0,0.0
4136.JPG,0.0,0.0
4137.JPG,0.0,0.0
4138.JPG,0.0,0.0
4139.JPG,0.0,0.0
4140.JPG,0.0,0.0
4141.JPG,0.0,0.0
4142.JPG,0.0,0.0
4143.JPG,0.0,0.0
4144.JPG,0.0,0.0
4145.JPG,0.0,0.0
4146.JPG,0.0,0.0
4147.JPG,0.0,0.0
4148.JPG,0.0,0.0
4149.JPG,0.0,0.0
4150.JPG,0.0,0.0
4151.JPG,0.0,0.0
4152.JPG,0.0,0.0
4153.jpg,1.0,"['{""cx"":3731,""cy"":3049,""r"":75}']"
4154.JPG,0.0,0.0
4155.JPG,0.0,0.0
4156.JPG,0.0,0.0
4157.JPG,0.0,0.0
4158.JPG,0.0,0.0
4159.JPG,0.0,0.0
4160.JPG,0.0,0.0
4161.JPG,0.0,0.0
4162.JPG,0.0,0.0
4163.JPG,0.0,0.0
4164.JPG,0.0,0.0
4165.JPG,0.0,0.0
4166.JPG,0.0,0.0
4167.JPG,0.0,0.0
4168.JPG,0.0,0.0
4169.JPG,0.0,0.0
4170.JPG,0.0,0.0
4171.JPG,0.0,0.0
4172.JPG,0.0,0.0
4173.JPG,0.0,0.0
4174.JPG,0.0,0.0
4175.JPG,0.0,0.0
4176.JPG,0.0,0.0
4177.JPG,0.0,0.0
4178.JPG,0.0,0.0
4179.JPG,0.0,0.0
4180.JPG,0.0,0.0
4181.JPG,0.0,0.0
4182.JPG,0.0,0.0
4183.JPG,0.0,0.0
4184.JPG,0.0,0.0
4185.JPG,0.0,0.0
4186.JPG,0.0,0.0
4187.JPG,0.0,0.0
4188.JPG,0.0,0.0
4189.JPG,0.0,0.0
4190.JPG,0.0,0.0
4191.JPG,0.0,0.0
4192.JPG,0.0,0.0
4193.JPG,0.0,0.0
4194.JPG,0.0,0.0
4195.JPG,0.0,0.0
4196.JPG,0.0,0.0
4197.JPG,0.0,0.0
4198.JPG,0.0,0.0
4199.JPG,0.0,0.0
4200.JPG,0.0,0.0
4201.JPG,0.0,0.0
4202.JPG,0.0,0.0
4203.JPG,0.0,0.0
4204.JPG,0.0,0.0
4205.JPG,0.0,0.0
4206.JPG,0.0,0.0
4207.JPG,0.0,0.0
4208.JPG,0.0,0.0
4209.JPG,0.0,0.0
4210.JPG,0.0,0.0
4211.JPG,0.0,0.0
4212.JPG,0.0,0.0
4213.JPG,0.0,0.0
4214.JPG,0.0,0.0
4215.JPG,0.0,0.0
4216.JPG,0.0,0.0
4217.JPG,0.0,0.0
4218.JPG,0.0,0.0
4219.JPG,0.0,0.0
4220.JPG,0.0,0.0
4221.JPG,0.0,0.0
4222.JPG,0.0,0.0
4223.JPG,0.0,0.0
4224.JPG,0.0,0.0
4225.JPG,0.0,0.0
4226.JPG,0.0,0.0
4227.JPG,0.0,0.0
4228.JPG,0.0,0.0
4229.JPG,0.0,0.0
4230.JPG,0.0,0.0
4231.JPG,0.0,0.0
4232.JPG,0.0,0.0
4233.JPG,0.0,0.0
4234.JPG,0.0,0.0
4235.JPG,0.0,0.0
4236.JPG,0.0,0.0
4237.JPG,0.0,0.0
4238.JPG,0.0,0.0
4239.JPG,0.0,0.0
4240.JPG,0.0,0.0
4241.JPG,0.0,0.0
4242.JPG,0.0,0.0
4243.JPG,0.0,0.0
4244.JPG,0.0,0.0
4245.JPG,0.0,0.0
4246.JPG,0.0,0.0
4247.JPG,0.0,0.0
4248.JPG,0.0,0.0
4249.JPG,0.0,0.0
4250.JPG,0.0,0.0
4251.JPG,0.0,0.0
4252.JPG,0.0,0.0
4253.JPG,0.0,0.0
4254.JPG,0.0,0.0
4255.JPG,0.0,0.0
4256.JPG,0.0,0.0
4257.JPG,0.0,0.0
4258.JPG,0.0,0.0
4259.JPG,0.0,0.0
4260.JPG,0.0,0.0
4261.JPG,0.0,0.0
4262.JPG,0.0,0.0
4263.JPG,0.0,0.0
4264.JPG,0.0,0.0
4265.JPG,0.0,0.0
4266.JPG,0.0,0.0
4267.JPG,0.0,0.0
4268.JPG,0.0,0.0
4269.JPG,6.0,"['{""cx"":3575,""cy"":1657,""r"":98}', '{""cx"":3284,""cy"":1706,""r"":81}', '{""cx"":4260,""cy"":1611,""r"":97}', '{""cx"":3350,""cy"":1632,""r"":60}', '{""cx"":3475,""cy"":1586,""r"":77}', '{""cx"":4243,""cy"":1474,""r"":87}']"
4270.JPG,0.0,0.0
4271.JPG,0.0,0.0
4272.JPG,0.0,0.0
4273.JPG,0.0,0.0
4274.JPG,0.0,0.0
4275.JPG,0.0,0.0
4276.JPG,0.0,0.0
4277.JPG,0.0,0.0
4278.JPG,0.0,0.0
4279.JPG,0.0,0.0
4280.JPG,0.0,0.0
4281.JPG,0.0,0.0
4282.JPG,0.0,0.0
4283.JPG,0.0,0.0
4284.JPG,0.0,0.0
4285.JPG,0.0,0.0
4286.JPG,0.0,0.0
4287.JPG,0.0,0.0
4288.JPG,0.0,0.0
4289.JPG,0.0,0.0
4290.JPG,0.0,0.0
4291.JPG,2.0,"['{""cx"":3467,""cy"":1740,""r"":77}', '{""cx"":3587,""cy"":1785,""r"":79}']"
4292.JPG,0.0,0.0
4293.JPG,0.0,0.0
4294.JPG,0.0,0.0
4295.JPG,0.0,0.0
4296.JPG,0.0,0.0
4297.JPG,0.0,0.0
4298.JPG,0.0,0.0
4299.JPG,0.0,0.0
4300.JPG,0.0,0.0
4301.JPG,0.0,0.0
4302.JPG,0.0,0.0
4303.JPG,0.0,0.0
4304.JPG,0.0,0.0
4305.JPG,0.0,0.0
4306.JPG,0.0,0.0
4307.JPG,0.0,0.0
4308.JPG,0.0,0.0
4309.JPG,0.0,0.0
4310.JPG,0.0,0.0
4311.JPG,0.0,0.0
4312.JPG,0.0,0.0
4313.JPG,0.0,0.0
4314.JPG,0.0,0.0
4315.JPG,0.0,0.0
4316.JPG,0.0,0.0
4317.JPG,0.0,0.0
4318.JPG,0.0,0.0
4319.JPG,0.0,0.0
4320.JPG,0.0,0.0
4321.JPG,0.0,0.0
4322.JPG,0.0,0.0
4323.JPG,0.0,0.0
4324.JPG,0.0,0.0
4325.JPG,0.0,0.0
4326.JPG,0.0,0.0
4327.JPG,0.0,0.0
4328.JPG,0.0,0.0
4329.JPG,0.0,0.0
4330.JPG,0.0,0.0
4331.JPG,0.0,0.0
4332.JPG,0.0,0.0
4333.JPG,0.0,0.0
4334.JPG,0.0,0.0
4335.JPG,0.0,0.0
4336.JPG,0.0,0.0
4337.JPG,0.0,0.0
4338.JPG,0.0,0.0
4339.JPG,0.0,0.0
4340.JPG,0.0,0.0
4341.JPG,0.0,0.0
4342.JPG,0.0,0.0
